id,text
624495031093710848,#FollowFriday @IzywayLesExpats @na4innov @InXpressCoAzur for being top engaged members in my community this week 
624495030489604096,@Juleeyaanaa i know )
624495030397476864,#GiveItUp We have already given up our gas subsidy long back when this initiative was proposed.. Feeling so delighted having done that!! 
624495029181149184,@dayloladay I missed this yesterday!! 
624495028895936512,Hi BAM ! @BarsAndMelody Can you follow my bestfriend @969Horan696 ? She loves you a lot See you in Warsaw &lt;3 Love you &lt;3 x42
624495028090572800,@jaimeemelanie_ lmaoo! The best songs ever &lt;3 We shall have our own little throwback this week (y) 
624495027016847361,"@Clazziebritchas then go to the outlying islands, such as Cheung Chau, Mui Wo....totally different )"
624495025011863552,#KFCkitchentours Kitchen is so clean. I'm totally amazed @KFC_India
624495024848269314,@cybelxxx follow @jnlazts &am htt//t.co/RCvcYYO0Iq follow u back 
624495024215035904,"@Jana7380 on the cusp of testing the waters, hope yours is rewarding "
624495023929868289,#FollowFriday @BroadcastBeat @InSunWeTrust @conseilsmkg for being top influencers in my community this week 
624495023715930112,arummzz: Let's go... I'll drive for you #traveling #traveler #yogyakarta #jeep #Indonesia #instamood… https/t.co/s7y4Ys5JeU
624495022826614784,Anyone wanna skype me? 
624495022168219648,"@agylyxa may i look so, bit i am a real nice friendly girl "
624495020901400576,Im not like them. But i can pretend~ 
624495020540727297,watching where we are concert film 
624495018066100224,"Congratulations @amisharanka95, you're the winner to our #CheesyDelights contest Please DM us your address and contact number!"
624495017785184256, Have a great weekend guys! https/t.co/DLDKLpeTAb
624495017307058177,#FollowFriday @CLARAROJASG @BF_P2C @MyBusiness_Plan for being top new followers in my community this week 
624495017126551552,@PuaMagasiva it was cool seeing you film today! 
624495016992321536,Check out Email Marketing 24/7: htt//t.co/O5fjR7oEqk you won't regret if you buy it 
624495015142760449,"@vineshpomal LOL. Come join us ... See u in around 14 hours if u leave now, without delays. "
624495015121686528,"Actually very easy doing like this, it must be a station I guess where the train 'wd take at least an hour for shifting its engine etc "
624495014387716096,sunburn is peeling 
624495013909561345,@Sexdate_gratis Visit my blog htt//t.co/UzOAqroWKx thanks 
624495013532205056,@TikoSD Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks 
624495013070647296,@no1_razorstan then talk to me. I can help you 
624495012831756288,"""@CassTheTrainer: A Huge &am Warm Welcome to @VodkaBlond )""

☆ finally we complete the triangle ! ☆"
624495011552448513,@LucienneDiver I live in Northern Ireland. what sights have you seen?
624495010289848320,@Mecastor01Mica follow @jnlazts &am htt//t.co/RCvcYYO0Iq follow u back 
624495010231242752,#FollowFriday @Z_Intl_Agency @Tivipro @compexly for being top supports in my community this week 
624495010185150464,Stats for the day have arrived. 1 new follower and NO unfollowers via htt//t.co/6prugvmOuC.
624495007781666817,"@imraina feeling smthng smthng fr u...lol...wanna hug u....XOXO...love uu jaann take care :* ) &lt;3 :"")"
624495007182008320,thanks mom 
624495006741565440,Thanks #TopNewFollowers @BestOfFicPad @MrCFluegel @JeanMarcPN Happy to connect 
624495006217318400,"@MooseAllain @MeatBingo that is the just most wonderful thing, it's made me feel all fluffy inside. Great pirouette, Moose "
624495006024364032,@KristophCajon I have a trip to philly in December so after that I'd love to come out there dude.
624495004808007680,Hi BAM ! @BarsAndMelody Can you follow my bestfriend @969Horan696 ? She loves you a lot See you in Warsaw &lt;3 Love you &lt;3 x41
624495004627664896,The question is flawed. Pain doesn't negate strength https/t.co/77TbkS2Djw
624495004174688256,@ReflectKnives You went solo because these moves weren't being made 
624495003910275072,hey my fav nirvana song is smells like teen spirit rip amy winehouse ))))
624495003771998208,#FollowFriday @CCIdeLYON @CCI_95 @CPNERI_ESIGROUP for being top engaged members in my community this week 
624495003302293504,Let's go... I'll drive for you #traveling #traveler #yogyakarta #jeep #Indonesia #instamood… https/t.co/s7y4Ys5JeU
624495003210002432,did we name the couple yet?? #TomHiddleston #ElizabethOlsen ?? #yaytheylookgreat )
624495002937360384,I love you all goodnight. Vid going up when I wake up you all with love this one 
624495002157207552,This weekend I am gonna shoot the lovely @NarakuBrock again &lt;3! Here a picture I made of her last time htt//t.co/s3e2dmpt24
624495000881987584,anyway 
624495000827465728,Itty Bitty Teenie Bikini htt//t.co/A2oxW0ZI3g htt//t.co/jn7KSfHwRc
624495000382865408,I just joined the #HushedPinWithSammy Event Might get to Text with @SammyWilk for a day! Luv U @HushedApp htt//t.co/czdow1i44W
624494999292370944,Always so much fun when 4th hour gets together. Ending the night with ice cream and Xfiles. Content.
624494999019765760,@aangelayap easy 
624494998222958592,"@NTtownend yes, be surprised if we don't see a bit of rain today... "
624494997455241216,@ReyesFraulein follow @jnlazts &am htt//t.co/RCvcYYO0Iq follow u back 
624494997413457921,To all @fatpunkstudio have a fabulous Friday and keep up the fantastic work!! )
624494997371551744,@justinbieber can you please follow me @caitecat1209 ♡♡♡♡ please jb follow me I love you always and forever. I'm a belieber ♡♡♡♡ I love u
624494996041912321,#FollowFriday @DiploMix @CCI_entreprises @CCI_92 for being top influencers in my community this week 
624494995823808512,Morning all! 
624494995555414016,@FranchiSeedsUK good to hear 
624494995047710720,@LusciousLyndee1 Nighty night! Don't let the bed bugs bite 
624494993890242560,@Bonsplansblog Very beautiful this bracelet! good idea 
624494993764323328,@guywilliamsguy waiting for you at the foundry. Where you at?? 
624494991646195712,@KalinWhite I like that game 
624494991394631680,@suzannepanter @kevinbacon @katosman Ah! Now it makes sense... Didn't see the pic on my effing phone last night. Woot x
624494991335923716,"@Derek_GTA Hi Derek, you could try using ParkShare in Gloucestershire htt//t.co/qIF9AyAlkc "
624494990840975360,"Aaaahhh man, this track is a traffic stress reliever. "
624494989356191744,#FollowFriday @elevents2 @JoussotFrench_J @NYIBF for being top new followers in my community this week 
624494988718505984,@El1neW How're you today my dear? 
624494988399919104,@Jesutomisin I hear you guys want Arbeloa. 
624494987443466240,@ShawnMendes turning 17 in 15 days...omg. at least we have only 3 years difference 
624494987133210624,"@matteomeacci Well, they say Europe is on the rise again, but I find that hard to believe "
624494986923356161,@WforWoman #WSaleLove uncountable coz we love unlimited 
624494985841262592,"Yes, of course #TeamPositive https/t.co/SaIX1VpFJF"
624494984532783104,yes i love #AlDub
624494984406941696,@coffeebreak22 @LauRenArren @drparkave @JWKanyuira1969 @dheracing @RhoaChri @BarbaraBathurst @1cryingeye @willisteam ☕☕☕ Thank you Rita!
624494982272024576,"@mikerobb Hi there, could you please DM us further info and we'd be happy to help! "
624494981915381760,@24gooch on way my boy! 
624494980376186880,@graphure I hope you will get a lot of nice gifts 
624494980078432256,Hi BAM ! @BarsAndMelody Can you follow my bestfriend @969Horan696 ? She loves you a lot See you in Warsaw &lt;3 Love you &lt;3 x40
624494979721900032,#FollowFriday @ACBM_SECEM @DCarsonCPA_NYC @PromosalonsInfo for being top supports in my community this week 
624494979402956801,So True!! https/t.co/N2ORwrOwhD
624494979226955776,I added a video to a @YouTube playlist htt//t.co/09GuSuMrNb im back on twitch and today it going to be league - 1 / 3
624494978425683968,@ZarlashtFaisal @Tabinda_Samar Sethi was HIGH ??? 
624494977876365312,@IAm_Lennox exe skeem saam 
624494977653944320,These are the people who make me smile. @_pumpchkin_ @aka_pump @LilfrenchMsp @_Lishielou908_ htt//t.co/iDdtACkA4K
624494977356333056,@CoSchedule Thanks for the invite. 
624494975544356864,@SyedIHusain polite izzat wese does she trust him? khawateen k sath selfies say to mana kar deya 
624494975154323456,Thank you @MovieTubePW that's my Friday evening sorted 
624494974449676288,@nova_caneeee you smart ))
624494974017540096,@vaalthepal nice hair tbh
624494973841469440,5 years https/t.co/hJEhDmxuu9
624494973669502976,jacob will there be a m&amg upgrade??
624494973489139712,@heydonworks Nice tee man 
624494973040201730,Happy family vacation .. [pic] — https/t.co/HL0Fw8msf1
624494971345764352,some sleep would be nice 
624494970867593216,"If you're reading this, you're beautiful. Like this if you just read this "
624494970846646272,Talking to One person .... Having Two Conversations )))))))
624494970729136128,skype was fun 
624494970527879168,@SoggyStones should be online 
624494970284736512,...because it's Friday (y) htt//t.co/6rA4ZlpjO9
624494966593716224,#FollowFriday @CCIFCcanada @AdamEvnmnt @boxcalf1 for being top engaged members in my community this week 
624494966174285824,Something to get your #Friday off to a great start Have a great day all! #Mclaren #FridayFeeling #TGIF htt//t.co/LshgwcXsSv
624494965003923456,@AvinPera follow @jnlazts &am htt//t.co/RCvcYYO0Iq follow u back 
624494963997327360,square enix bissmillah ya Allah 
624494963716431872,@SephtonMark we're training #SocEnt startups at @TobaccoDockLon this week w/ @HelpingB - we'd love to have you drop in if youre arnd town 
624494962189729792,@HGVWolfie Basically you piss in a cup and they test it ))
624494962126815232,@ellenRstewart where are you off to next? 
624494961908649984,"@IonSwitz @notch also, Twitter is terrible for complicated discussions "
624494961589886976,Snapchat me : LynetteLowe #snapchat #kikmenow #snapme #hot #snapchat #amazon #kikmeguys htt//t.co/kd54m2IAm6
624494960906272768,I am not looking forward to a 12 hour shift today )))))
624494959681474560,@ely83_ely definately agree that it's a growing sport. Drop me an email with details and we can see what we can do 
624494959375224832,My last rt is me 
624494958964178944,...and the Rakyat will keep visiting your blog and reading your writing https/t.co/IMRy2BXuzd
624494958289022976,@ryan2390 ever since I mentioned fly fishing the other day I'm getting follows and promoted posts about it lol cyber stalked! 
624494958179807232,@Gurmeetramrahim #OurDaughtersOurPride #mypapamypride Proud of You Papa Coach 
624494957835894784,@imarpita it was great talking to you 
624494956586008576,@awaismarwat2011 never see positive kha u could also mention atleast they are going 
624494954245718016,Hi BAM ! @BarsAndMelody Can you follow my bestfriend @969Horan696 ? She loves you a lot See you in Warsaw &lt;3 Love you &lt;3 x39
624494953998209024,@_pigglywiggly @Omundson The mango lassi's from Monty's are marvellous . Though I suspect that's not what you meant....
624494953591373824,#FollowFriday @StayfanChemin @CCI_75 @aandreup for being top influencers in my community this week 
624494953255710720,@Thakurain_ Haha. Yes. I have 24 hrs. The time has come to touch the Kepler 452b. Chalna hai ?? 
624494951284391936,@iyah_mohamad follow @jnlazts &am htt//t.co/RCvcYYO0Iq follow u back 
624494948549722112,@allygrrdo thankyou pretty! 
624494948482707456,"@PinkPeoniesBlog @helloprettysa definitely the Hazel Food Market in Brooklyn, Pta &gt;&gt; htt//t.co/ySQkhNDo2B"
624494948407099392,still awake )))
624494947094298624,@joiredve okayy 
624494947027316736,Awww thank you https/t.co/9tSQv2DWVm
624494946180009985,@AR1961 ha! That does not surprise me in the least! Okay but will see doc this afternoon. Yorkshire is splendid though! xx
624494945823522820,@JRTurnerPhoto @davidqueenan @jameslturnbull spam folder: WOW! I have won a huge amount of $ I just need to travel to Nigeria to claim it 
624494945198583808,@PERKSOFNIALLJH RTed! Good Luck 
624494944208621568,My legs hurt so bad )))))))))))))))))
624494942866571264,@johnny_lopez96 I get mine Saturday )))
624494942434390016,@imafaithreyes thaaanks! December puhon. )
624494941201301504,happinessss~!! ) https/t.co/slOn63OUeS
624494940525965312,@VaibhavVj78 @PayUmoney True that. Can you change TnC without prior notification? I could have used them last night. 
624494939146072064,https/t.co/gYx34VfmkK and I probably only find this funny at 2:22 am 
624494936348491776,@aliyaskates @yoshihikomkm Fat cos he probably ate Yuna 
624494936331800576,@emmajaneparsons @CuriousMindsNW Have fun in Tameside )
624494935161610240,@hydrcted what did i do :-?
624494934113026049,@CharmingJedward you´re welcome!! 
624494934008070144,My Google+ account. htt//t.co/R8jyDxlQyo
624494931843895296,@2SHYMC and they call scousers for everything! Hope you and Zoe are well mate 
624494931730526208,@RachelEvans_28 RIGHT!!!!!! I literally was like maybe u should get people who actually know what they're doing @StudentTrip
624494931088769025,|| Sameee~ Rest well https/t.co/T6ZCo4NxDG
624494931072040960,@EdgarsLame happy birthday Edgar! I hope you have a good one and keep updating your travel log 
624494930581454848,Hello @VikkFollows @Vikkstar123
624494930401099776,@MarreyJewAna bring Abes 
624494926596808704,Stats for the day have arrived. 2 new followers and NO unfollowers via htt//t.co/xxlXs6xYwe.
624494926504431616,someone talk to me )
624494925518770176,i will never be the same if we ever meet again 
624494925439066112,@BBCSport come on man 
624494925246173185,@prettyden15 follow @jnlazts &am htt//t.co/RCvcYYO0Iq follow u back 
624494924176736257,Hi BAM ! @BarsAndMelody Can you follow my bestfriend @969Horan696 ? She loves you a lot See you in Warsaw &lt;3 Love you &lt;3 x38
624494924046671872,@LivelyKaty *sighs dreamily at that pout and those 'come to bath' eyes!* #quacketyquack
624494922687713280,@_sunshinehoran_ happy birthday love 
624494921303609344,@Brianscrooks @burwellitltd @manfrotto_tweet Cheers 
624494920972271616,Funny how that happened when Phil was here too : )
624494920540229632,@WMFireDogs I'd call 'em Del &am Rodders What else!
624494919781064704,"@ForkH Hi, may you like play my newest gamejam game, i would be very happy about it htt//t.coJ5voDDHcs"
624494919596572672,This is great! Irish literature is really inaccessible to most of us without Irish 
624494919260835840,@BhaktisBanter @PallaviRuhail yeah! This is fun #FlipkartFashionFriday
624494918732546048,Nice music Check it out! htt//t.co/PEjHsORGrk
624494918191321092,@_xRiya Strange Kareena's Fans Not Knowing Kareena's Fans 
624494917767671808,Hello Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @e1d4c8e25ec844c
624494917432279040,better 
624494917235032064,@ArtForCause Cool. Will look for you there. 
624494916287229952,) beautiful htt//t.co/F8V3McI39e
624494915691483137,"I'm playing Brain Dots : ) #BrainDots
htt//t.co/cHl12JvuxN htt//t.co/GGgU9PYEjI"
624494915557261312,@ScreamQueenLR That's fair enough I wouldn't rush back either.
624494915330949120,Brandi 18 on my FB DROP A SELFIE was fun https/t.co/TRoroeS4FK
624494914408058880,@kthrnbyln follow @jnlazts &am htt//t.co/RCvcYYO0Iq follow u back 
624494914043252736,During a carnival men put masks over their masks. Xavier Forneret 
624494912289902597,"@jennnnifer29 Jennifer, Check my site if u wanna get FREE 50.000 8 Ball Pool Coins. Thank you "
624494911849648128,"@trisha1234 Beautiful edit, Trish! Loved it! ♥"
624494909949628416,Gratefulness = Happiness Post three things you're grateful for today in the comments
624494909555404801,"Love to wakeup beside her &am have some real dirty,dirty sex htt//t.co/dPLYrlTjil"
624494909236457472,@literalwt LMAOOO SAME its so hot 😤😤 like louis he's so hot !!!!!!!!
624494908401844224,@MariaGM350 Just gonna throw idea at you cause if they're bad it will inspire you to think of something much better. 
624494906925543424,"#FF The Best Twoofs to follow have a GR8 wkend @allpawone
@Hungry_Hounds
@DDWalks
@HealthyHounds4U
@pawsforawalk
htt//t.co/fIYPR3t2Ai"
624494906883600385,@cinnamoniboni I wish I could! Maybe one year 
624494903725322240,hey guys! how are you ? 
